Character,Reading
聨,tsuraneru
聫,tsuranaru tsuraneru
聭,hajiru
聮,tsuranaru tsuraneru
聯,tsuranaru tsuraneru
聰,satoi
聱,kikanai
聲,koe
聳,sobieru
聴,kiku yurusu
聵,tsunbo
聶,sasayaku
職,tsukasa tsutome tsukasadoru
聹,mimiaka kamabisushi
聼,kiku yurusu
聽,kiku yurusu
聾,tsunbo
聿,fude kokoni
肁,hajime hakaru
肄,narau
肅,tsutsushimu
肆,tsuraneru mise hoshiimama
肇,hajimeru hajime
肈,hajime hajimeru
肉,shishi
肋,abara
肌,hada
肎,gaenjiru
肓,munamoto
肖,niru katadoru ayakaru
肘,hiji
肚,hara
肛,hareru
肜,matsuri
肝,kimo
股,mata momo
肢,teashi
肥,koeru koyasu koe
肦,takai wakeru
肧,haramu
肩,kata
肪,koeru abura
肫,hoobone
肬,ibo
肭,koeru
肯,ubenau gaenji aete
肱,hiji
育,sodateru hagukumu sodatsu
肴,sakana
肸,hirogaru
肺,hai magokoro
胃,ibukuro inofu
胄,yotsugi chisuji
胆,kimo
背,se somuku sei
胎,haramu
胕,harawata
胖,yutaka katami
胗,kuchinohibi
胘,i
胙,himorogi
胚,haramu
胛,kaigaraho
胝,tako mame
胞,ena
胠,wakinoshita
胡,nanzo ebisu
胤,tane tsugu yotsugi
胥,ai mina miru
胭,nodo musebu
胯,mata
胰,seniku
胲,oyayubi
胳,waki
胴,dou
胶,koe haginohone
胸,mune
胹,niru
胺,niou
胼,akagire tako
能,atau yokusuru
胾,kirimi
脂,abura yani beni
脃,moroi
脅,obyakasu odosu odokasu
脆,moroi yowai
脇,waki
脈,suji
脉,suji myaku
脊,se sei
脋,obiyaakasu odoosu otookasu
脗,au
脚,ashi
脛,sune hagi
脜,yawaragu
脞,komakai
脠,hishiho shiozuke
脣,kuchibiru
脤,himorogi kuchibiru
脧,heru
脩,osameru nagai
脫,nugu nukeru nugeru
脬,boukou
脯,hojishi
脰,unaji
脱,nugu nukeru nugeru
脳,noumiso
脵,mata
脹,fukureru
脺,moroi
脼,hojishi
脾,hizou tomaru momo
腁,akagire tako
腅,niku sakana
腆,atsui
腇,ueru
腊,hojishi
腋,waki
腌,shiozuke
腎,kaname
腐,kusaru
腑,harawata
腒,hojishi
腓,komura
腔,utsuro karada
腕,ude kaina
腘,hikagami
腠,kime
腥,namagusai
腦,nou noumiso atama
腨,komura
腫,hareru haremono
腭,haguki
腮,ago era
腯,koeru
腰,koshi
腱,ken
腴,koeru abura
腷,komoru
腸,harawata
腹,hara idaku
腺,sen
腿,momo
膀,wakibara fukureru
膁,umai an
膂,sebone chikara ninau
膄,yaseru kakeru
膆,koeru
膈,munenouchi tsurigi
膊,hojishi abaku sakai
膋,aburu
膎,hojishi niku sakana hadahe
膏,abura
膐,sebone chikaru
膓,harawata
膕,hikagami
膖,hareru
膘,abara
膚,hada
膜,maku usukawa
膝,hiza
膞,kirimi
膠,nikawa
膤,tara
膨,fukuramu fukureru
膩,abura aburaaka
膮,atsumono
膰,himorogi
膲,minowata
膳,susumeru sonaeru
膴,hojishi
膸,ana
膺,mune
膻,kimo
膽,kimo
膾,namasu
膿,umi
臀,shiri
臂,hiji
臃,haremono
臆,mune okusuru
臉,mabuta
臊,abura
臋,shiri
臍,hozo heso
臑,sune
臓,harawata
臗,karada
臙,nodo
臚,kawa tsuraneru tsutaeru
臛,atsumono
臝,hadaka
臞,yaseru
臟,harawata
臠,kirimi misonawasu
臡,hishio
臣,omi kerai
臤,katai
臥,fusu
臧,yoi atsui osameru
臨,nozomu
自,mizukara onozukara yori
臫,tsutsushimu
臭,kusai nioi kagu
臰,kusaai
臲,ayaui
至,itaru itari
致,itasu
臵,itaru
臶,hutatabi
臸,itaru
臹,narau
臺,utena yorokobu
臻,itaru
臼,usu
臽,otoshiana
臾,kubomi susumeru ajika
臿,usujiku
舀,kumu
舁,kaku
舂,usuzuku tsuku
舃,kasasagi
舄,kasasagi
舅,shuuto
與,kumisuru ataeru azukaru
興,okoru okosu okiru
舉,ageru kozoru
舊,hisashii hisashiku furui
舌,shita
舍,yadoru
舎,yadoru
舏,nametoru
舐,nameru
舒,noberu
舓,nameru neburu
舔,nameru
舖,mise
舗,shiku mise
舘,yakata
舙,tahakaru
舛,somuku
舜,hirugao mukuge satoi
舝,kusabi
舞,mau mai
舟,fune
舡,hune
舩,fune
航,wataru
舫,moyaibune
般,meguru
舮,hesaki tomo
舲,kobune
舳,tomo hesaki
舵,kaji
舶,oubune
舷,funabata
舸,fune
船,fune
舺,hune
艀,hashike
艄,tomo
艆,fune funabata
艇,fune
艋,hune
艎,hune
艏,hune
艖,kobune fune
艘,fune
艚,fune kobune
艝,sori
艟,ikusabune
艠,yofune
艣,kai
艤,funayosooi
艦,ikusabune
艧,fune
艨,ikusabune
艪,kai ro
艫,hesaki tomo
艮,ushitora
良,yoi yaya
艱,nayamu katai
色,iro
艴,okoru
艶,namamekashii tsuya
艷,namamekashii tsuya
艸,kusa
艻,yubinomata natsume
艽,areno
艾,yomogi mogusa karu
芃,sakan
芄,gagaimo
芇,ataru jigo
芉,hatomugi
芊,shigeru
芋,imo
芍,kurokuwai hasunomi
芑,chisa
芒,nogi susuki
芔,kusa
芖,osameru osamaru
芙,hasu
芝,shiba
芟,karu
芠,yukinoshita
芣,sakan
芤,negi
芥,karashi akuta
芦,ashi
芧,mikuri
芨,sokuzu
芩,jishibari
芪,hanasuge
芫,satsumafuji fujimodo
芬,koubashii kaori
芭,hana
芯,hosoi toushingu
芰,hishi
花,hana
芲,hana
芳,kanbashii kaori
芷,kusa
芸,waza kusanokou kusagiru
芹,seri
芺,azami
芻,magusa
芼,habikoru
芽,me megumu
苅,karu kari
苆,susa tsuta
苐,tsubana
苑,sono
苓,miminagusa
苔,koke
苕,endou
苗,nae kari
苙,ori yoroigusa
苛,komakai karai iradatsu
苞,tsuto
苟,iyashikumo
苠,ooi
苢,kusa
苣,taimatsu chisa chisha
若,moshikuha wakai shitagau
苦,nigai kurushii kurushimu
苧,karamushi o
苨,tsuriganesou
苪,akiraka
苫,toma
英,hanabusa hana hiideru
苳,fuki
苴,tsuto
苶,tsukareru
苹,ukikusa yomogi ashi
苺,ichigo
苻,saya amakawa
苽,makomo
苾,kaoru
茀,husagu
茁,mebae
茂,shigeru
范,hachi igata nori
茄,nasu
茅,kaya chi
茆,menawa kaya
茇,ne
茈,murasaki
茊,koko
茋,tsuriganesou
茎,kuki
茖,yamanira
茗,cha
茘,oonira
茛,torikabuto
茜,akane
茝,yoroigusa
茟,akaza tsubomi
茢,ashinoho
茨,ibara kusabuki kaya
茫,tooi
茬,shigeru
茭,magusa
茮,naruhajikami
茱,gumi
茲,shigeru masu mushiro
茵,shitone
茶,cha
茷,shigeru
茸,shigeru take kinoko
茹,kuu yuderu
茼,shiyungiku
茽,muragaru
荂,hana
荃,karashiae
荄,ne
荅,azuki kotaeru
荆,ibara muchi
荇,hanajunsai asaza
草,kusa
荊,ibara muchi
荍,zeniaoi
荏,e
荐,shikirini
荑,tsubana
荒,areru arai arasu
荓,byou
荔,oonira
荕,hone
荖,kinma
荘,ogosoka
荳,mame
荵,shinobu
荷,ni ninau
荻,ogi
荼,nigana
莂,taneomaku utsushiueru
莅,nozomu
莇,kuko asagara
莊,ogosoka
莎,hamasuge
莒,imo
莓,ichigo
莔,hahaguri
莕,hanajunsai asaza
莖,kuki
莙,mo
莚,mushiro
莛,kuki
莜,kusatori
莝,kiriwara
莞,i mushiro warau
莟,tsubomi hanashibe
莠,hagusa minikui
莢,saya
莦,midareru
莧,hiyu
莨,tabako
莪,kitsuneaza
莫,kure nai nakare
莭,fushi
莱,akaza awachi kougai
莵,usagi
莽,kusa
莾,kusa
莿,toge
菀,sono tsumu
菁,kabu kaburana hanayaka
菅,suge
菇,karasuuri
菉,kariyasu
菊,kikunohana
菌,kinoko
菏,kusa
菐,wazurahashii
菑,arechi
菓,kudamono kashi
菔,daikon
菖,shoubu
菘,touna
菜,na
菟,usagi
菠,karana
菨,asagi
菩,hotokegusa
菪,onihirugusa
菫,sumire
華,hana hanayaka
菰,makomo
菱,hishi
菲,usui
菴,iori
菷,harau houki
菹,tsukemono
菻,kitsuneaza
菼,ogi
菽,mame
萁,mamegara
萃,atsumaru kusamura
萄,budou
萅,haru
萊,akaza awachi kougai
萌,mebae kizasu moeru
萍,ukikusa yomogi
萎,naeru
萏,hanayaka
萑,ogi
萕,nazuna
萙,kutabireru
萠,mebae kizasu moeru
萢,yaji yachi
萩,hagi
萬,yorozu ookii
萯,karasuuri
萱,kaya
萹,niwayanagi
萼,utena
落,ochiru otosu sato
葅,tsukemono
葆,moto hikobae hanekazari
葈,karamushi
葉,ha
葊,iori
葍,hirugao
葎,mugura
葏,shigeru
葑,kabura
葒,ootade
葖,daikon
著,arawasu ichijirushi tsuku
葘,arechi
葙,nogeitou
葚,sawara ategi
葛,kuzu tsuzura
葜,kusa
葢,kasa futa oou
董,tadasu
葤,tsutsumu tsuto
葥,kiichigu
葦,ashi
葧,shiroyomogi
葩,hana
葪,saku toge
葫,ninniku fukube hyoutan
葬,houmuru
葭,ashi
葮,mukuge
葯,yoroigusa matou tsutsumu
葰,shiyuuga
葱,negi
葴,yamaai
葵,aoi
葶,inunazuna
葷,namagusa
葸,yoi
葹,onamomi
葺,fuku fuki
葼,koeda
蒂,heta
蒅,sukumo
蒋,makomo hagemasu
蒐,akane atsumeru kari
蒒,koubaumugi
蒓,nunawa
蒔,ueru maku
蒖,asaza
蒙,oou koumuru kurai
蒜,hiru nobiru
蒞,tsuku nozomu
蒦,hakaru monosashi nori
蒨,akane
蒭,magusa
蒲,gama kama
蒴,sokuzu
蒸,musu ogara murasu
蒹,ogi
蒺,hamabishi
蒻,mushiro komakai
蒼,ao aoi
蒾,gamazumi
蒿,yomogi
蓁,kusamura shigemi ooi
蓄,takuwaeru takuwae
蓆,mushiro
蓈,inuawa
蓊,tou
蓋,kasa futa oou
蓌,itsuwaru
蓍,medogi
蓏,uri kusanomi
蓐,shitone
蓑,mino
蓓,tsubomi
蓙,za goza
蓚,shibukusa yorokobu
蓜,hai
蓧,shino
蓪,akebi
蓬,yomogi
蓮,hasu
蓯,kabura
蓱,ukikusa
蓲,nunawa
蓴,nunawa
蓷,mehajiki
蓼,tade
蓽,mame
蔀,shitomi
蔂,motsuko
蔆,hishi
蔌,na yasai
蔎,kanbashii
蔐,ogi
蔑,sagesumu naigashiro nai
蔓,tsuru
蔔,daikon
蔕,heta
蔗,satoukibi
蔘,ninjin
蔚,otokoyomoki
蔜,hakobi
蔞,yomogi
蔟,mabushi
蔡,akuta otoroeru herasu
蔣,makomo hagemasu
蔥,negi
蔦,tsuta
蔧,houkigusa
蔪,tsutsumu
蔫,shibomu
蔬,aomono
蔭,kage
蔯,kawarayomugi
蔳,akane
蔴,asa
蔵,kura kakureru osameru
蔶,sonoko
蔽,oou ooi
蕁,hanasuge irakusa mozuku
蕃,shigeru
蕆,imashimeru
蕈,kinoko
蕉,kiasa kogeru
蕊,shibe
蕋,shibe
蕐,hana
蕑,hujibakama
蕒,nokeshi
蕓,aburana
蕕,kariganeso kusami
蕖,oyaimo
蕗,fuki
蕘,takigi kikori
蕙,kaorigusa
蕚,utena
蕜,itamu kanashimu
蕡,shigeru
蕢,areru
蕣,mukuge asagao
蕨,warabi
蕩,ugoku
蕪,areru kabura
蕭,yomogi
蕰,tsumu
蕳,fujibakama
蕹,atsumeru
蕺,dokudami
蕻,shigeru
蕾,tsubomi
蕿,kaya kanzou
薀,tsumu
薁,niwaume
薄,usui semaru susuki
薅,kukiotoru
薆,kakusu
薇,zenmai
薈,shigeru kusamura oou
薉,areru
薊,azami
薋,shigeru
薌,kokumotsu
薑,hajikami
薓,ninjin chousenninjin
薔,mizutade
薗,sono
薘,oobako
薙,karu nagu
薛,kawarayomogi hamasuge
薜,touki yamaasa katayoru
薟,yabukarashi
薠,hamasuge
薤,rakkyou
薥,rengetsutsuji
薦,susumeru kusayomogi komo
薧,hakaba
薨,mimakaru
薩,sukuu
薪,takigi
薫,kaoru kaorigusa kaori
薬,kusuri
薭,hie
薮,yabu
薯,imo
薰,kaoru kaorigusa kaori
薴,midareru
薶,uzumeru
薷,kikurage
薸,ukigusa
薹,aburana tou
薺,nazuna
薼,kawarayomogi
薽,yabutabako
薾,saku
薿,shigiru
藁,wara
藂,kusamura muragaru
藇,utsukushii
藉,shiku kari fumu
藊,fujimame
藋,aoakagi
藍,ai
藎,kobunagusa
藏,kura kakureru osameru
藐,haruka susumu murasaki
藕,hasunone
藚,omodaka
藜,akaza
藝,ueru waza nori
藟,kazura
藠,ratsukiyou
藤,fuji
藥,kusuri
藨,mame
藩,magaki
藪,yabu
藭,senkiyuu
藳,wara shitagaki
藴,tsumu takuwaeru osameru
藷,imo
藹,ooi mamemameshii
藺,i
藻,mo
藼,kaya kanzou
藾,oou
蘀,ochiba
蘂,shibe
蘆,ashi
蘇,yomigaeru
蘊,tsumu takuwaeru osameru
蘋,ukikusa denjiso
蘍,kaooru
蘐,kaya kanzuu
蘑,hiratake
蘒,hagi
蘓,yomigaeru
蘖,hikobae
蘗,kiwada
蘘,miyouga
蘙,shigeru
蘚,koke
蘛,shigeru
蘞,yabukarashi
蘢,ouketade
蘩,shiroyomogi
蘭,fujibaka
蘰,katsura
蘶,hikobae
蘸,hitasu
蘺,kusabie
蘽,fujikazura
蘿,tsuta
虀,aeru
虆,kazura
虈,yoroigusa
虍,torakanmuri
虎,tora
虐,shiitageru sokonau
虒,kemono
虓,usobuku ikaru shishi tataku
虔,tsutsushimu
處,tokoro oru
虖,hoeru
虗,munashii utsuro
虘,takedakeshii
虚,munashii
虛,munashii
虜,toriko
虝,toru
虞,osore ureeru omonpaka
號,sakebu yobina
虡,hashiru
虢,tsumeato
虣,shiitagiru
虧,kakeru
虩,osoreru
虫,mushi
虬,mizuchi
虯,mizuchi
虱,shirami
虵,hebi
虷,bouhura
虹,niji
虺,mamushi
虻,abu
蚈,hotaru yasude
蚉,ka
蚊,ka
蚋,ka buyo
蚌,dobuga
蚍,ooari
蚑,hau
蚓,mimizu
蚕,kaiko
蚖,imori
蚘,kaichiyuu haranomushi
蚚,kokuzoumushi
蚜,aburamushi
蚡,moguramochi
蚤,nomi hayai
蚦,nishikihebi
蚩,warau anadoru oroka
蚫,awabi
蚶,akagai
蛀,kikuimushi
蛄,kera
蛆,uji
蛇,hebi
蛋,tamago
蛍,hotaru
蛎,kaki
蛒,sukumomushi
蛔,haranomushi
蛕,kaichiyuu
蛙,kaeru
蛛,kumo
蛞,namekuji
蛟,mizuchi
蛤,hamaguri
蛥,niiniizemi
蛩,koorogi
蛬,kirigirisu
蛭,hiru
蛮,ebisu
蛯,ebi
蛸,tako
蛹,sanagi
蛺,chuu
蛻,nukegara
蛼,ashimatsui koorogi
蛽,kai
蛾,ga
蜀,imomushi
蜂,hachi
蜃,oohamaguri
蜄,ugoku
蜆,shijimi
蜇,sasu
蜊,asari
蜎,bouhura
蜏,kagerou
蜑,ama
蜕,nukegara
蜖,haranomushi
蜘,kumo
蜚,aburamushi tobu
蜜,mitsu hachimitsu
蜞,hiru
蜡,ujimushi
蜩,semi higurashi
蜮,isagomushi
蜯,dobugai
蜱,dani
蜲,uneru
蜴,tokage
蜷,nina
蜹,buyo buyu
蜺,tsukutsukuboushi
蜻,tonbo
蜼,saru
蜽,kodama
蜾,jigabachi
蜿,mimizu
蝃,niji
蝅,kaiko
蝉,semi
蝋,mitsurou rousoku
蝎,sukumomushi sasori
蝓,dendenmushi katatsumuri
蝕,mushibamu
蝗,inago
蝝,inago
蝟,harinezumi
蝠,mamushi
蝡,ugomeku
蝤,kikuimushi
蝦,ebi
蝨,shirami
蝮,mamushi
蝯,tenagazaru
蝱,abu
蝲,sasori
蝶,chouchou
蝸,katatsumuri
蝿,hae
螄,nina
螈,imori
融,tooru tokeru
螓,natsu zemi
螕,dani ohoari
螗,natsu zemi
螘,ari
螟,zuimushi
螠,yumushi
螢,hotaru
螧,ebi
螫,sasu
螭,mizuchi
螯,hasami
螱,shiroari
螺,nina
螻,kera
螽,inago
螾,mimizu
蟀,koorogi
蟁,ka
蟄,kakureru
蟆,gama buto
蟇,buto hiki
蟈,isagomushi
蟊,nekirimushi
蟎,dani
蟐,kamakiri
蟒,uwabami orochi
蟖,kemushi
蟙,koumuri
蟟,kumazemi
蟠,warajimushi tsumoru atsumaru
蟣,shirami
蟪,tsukutsukuboushi
蟫,shimi
蟬,semi
蟱,kumo
蟲,mushi
蟳,gazami
蟶,mate
蟸,hisago nina
蟹,kani
蟺,mimizu
蟻,ari
蟾,hikigaeru
蠁,nishidochi
蠃,katatsumuri
蠅,hae
蠉,hau
蠋,kemushi
蠍,sasori
蠎,uwabami orochi
蠏,kani
蠒,mayu
蠓,katsuomushi
蠔,kaki
蠕,ugomeku hau
蠖,kakureru shirizoku
蠙,dobugai
蠚,sasu itamu sasumushi
蠛,katsuomushi
蠜,inago
蠟,mitsurou rousoku
蠡,hisago nina
蠢,ugomeku
蠣,kaki
蠧,kikuimushi shimi
蠨,ashitakagumo
蠭,hachi
蠰,kamikirimushi
蠱,sokonau madowasu kobiru
蠲,yasude
蠶,kaiko
蠹,kikuimushi shimi
蠺,kaiko
蠻,ebisu
蠼,oozaru
血,chi
衁,chi
衂,hanaji kujikeru
衄,hanaji
衅,chinuru hima suki
衆,ooi
衋,itamu
行,iku yuku okonau
衍,habikoru shiku amari
衎,yorokobu
衑,michi
衒,terau
術,michi sube waza
衖,chimata
街,machi
衘,kutsushiyu
衙,yakusho
衛,mamoru mamori
衜,michi
衝,tsuku
衞,mamoru
衟,michi
衠,makoto tadashii moppara
衡,hakari hakaru
衢,michi
衣,koromo kiru
衤,koromohen
衦,nobasu
表,omote arawasu uwagi
衫,koromo hadagi
衮,ougi
衰,otoroeru
衱,tsukurou
衲,koromo
衵,akome
衷,uchi magokoro
衹,tamatama
衻,fuchidoru maedare
衽,eri okumi mo
衾,fusuma
衿,eri
袀,ikusagoromo
袂,tamoto
袋,fukuro
袍,wataire
袒,katanugu
袖,sode
袗,hitoe heri sorou
袘,migoro
袙,akome
袚,huku
袜,tabi
袞,ougi
袟,saya
袢,hadagi
袤,nagasa
袨,haregi
袪,sode
被,koumuru oou kiru
袰,horo
袱,fukusa
袳,kimonohirogaru
袴,hakama
袵,okumi
袷,awase
袺,tsumadoru
袽,yaburegoromo
袾,migoro
袿,uchikake uchigi
裀,migoro
裁,tatsu sabaku
裂,saku sakeru
裃,kamishimo
裄,yuki
装,yosoou yosooi
裈,fundoshi
裊,shinayaka
裋,shitagi
裌,awase
裍,naru
裎,hadaka
裏,ura
裑,migoro
裒,homeru
裓,suso ishidatami
裔,suso sue
裕,yutaka
裘,kawagoromo
裙,mosuri
裛,hukuro
補,oginau
裝,yosoou
裡,ura uchi
裧,tareginu
裨,oginau tasukeru
裯,hadagi
裰,tsukurou
裱,hire
裲,uchikake
裳,mo mosuso
裴,tachimotooru
裵,tachimotooru
裷,zukin
裸,hadaka
裹,tsutsumu tsutsumi takara
裼,hadanugu
製,tatsu tsukuru
裾,suso
褁,hukuro
褂,uchikake uwagi
褄,tsuma
複,kasaneru futatabi
褊,semai
褌,fundoshi
褍,migoro
褎,sode tamoto
褏,sode tamoto
褐,nunoko kachi
褒,homeru
褓,oshime omutsu
褕,hanekazari
褖,koromo
褘,hizakake
褙,hadagi
褚,wataire
褜,ena
褝,hitoe
褞,nunoko
褠,hitoe hitohenotsutsusodeudenuki ahase
褥,shitone
褦,higasa
褧,hitoe
褪,nugu aseru
褫,ubau
褰,hakama
褱,idaku tsutsumu
褲,zubon
褵,obi kinchiyaku
褶,kasaneru
褸,boro tsuzuru
褹,nunoko
褺,kasanederomo
褻,nareru kegareru
褾,sodekuchi
襀,hida
襁,mutsuki
襂,hitoe
襃,homeru
襄,noboru ageru takai
襅,chihaya
襆,mosuso
襉,susonohida
襌,hitoe
襍,majieru
襏,aranuno
襒,koromo
襕,hitoe
襖,ao fusuma
襗,shitabakama
襛,atsui
襜,maekake
襞,hida shiwa
襟,eri
襠,machi
襡,nagajuban
襢,hadanugi
襣,hundoshi
襤,boro
襦,hadagi
襪,tabi kutsushita
襭,tsumabasamu
襮,eri
襯,hadagi
襰,ochiru yabureru
襲,osou kasane tsugu
襳,shitagi
襴,hitoe
襵,hida tatamu nuu nuime maku
襷,tasuki
襺,wataire
襻,tsukehimo
襼,sode
襾,oou
西,nishi
要,iru motomeru kaname
覃,umai nobiru nagai
覆,oou kutsugaesu ooi
覇,hatagashira
覈,shiraberu kibishii sane
覉,omogai tazuna tsunagu tabi
覊,omogai tazuna tsunagu
見,miru mieru mamieru
覌,miru
規,bunmawashi nori tadasu
覐,obooeru saamasu saameru
覓,motomeru
覔,motomeru
視,miru
覗,ukagau nozoku nozoki
覘,ukagau
覙,meru
覚,oboeru samasu satoru
覛,miru
覜,miru
覟,meru
覠,miru
覡,miko
覥,hajiru
覦,negau nozomu koinegau
覧,miru
覩,miru
親,shitashii oya mizukara
覬,nozomu
覯,au
覰,ukagau miru arai
覲,mamieru
観,miru shimesu
覴,mitsumerusama
覵,miru ukagau mazeru
覶,miru
覷,ukagau
覸,miru ukagau mazeru
覺,oboeru samasu satoru
覼,meru
覽,miru
覿,au
觀,miru
角,tsuno kado sumi
觔,suji
觕,arai
觖,kakeru
觗,sakazuki
觘,tsunosaji
觚,sakazuki
觜,kuchibashi
觝,fureru itaru
解,toku tokeru satoru
觥,tsunosakazuki
触,fureru sawaru fure
觧,toku
觩,magaru
觭,katamuku
觱,hichiriki
觴,sakazuki
觶,sakazuki
觸,fureru sawaru
觹,kujiri tsunogiri
觽,kujiri tsunogiri
觿,kujiri tsunogiri
言,koto iu kotoba
訁,gonben
訂,hakaru tadasu
訃,shirase
訅,yasunzuru hakaru
計,hakaru kazoeru hakarigoto
訊,tou
訌,momeru midareru yabureru
討,utsu tazuneru
訏,itsuwaru
訐,abaku
訒,nayamu
訓,oshieru oshie yomu
訔,kataru
訕,soshiru
訖,owaru
託,yoru kakotsukeru
記,shirusu shirushi
訛,namari namaru ayamaru
訝,ibukaru
訞,wazawai ayashiikotoba
訟,arasou uttaeru uttae
訠,hagu hagi iwanya
訢,yorokobu
訣,wakareru wakare
訥,domoru
訦,makoto
訪,otozureru tazuneru tou
訫,makoto
訬,midareru
設,moukeru shitsuraeru moshi
訯,shaberu
許,yurusu bakari moto
訳,wake toku
訴,uttaeru uttae
訵,hisokaniukagaishiru hisokanishiru
訶,shikaru
訷,toku
診,miru
註,toku tokiakashi shirusu
証,akashi
訽,nonoshiru haji
訾,tsutomenai soshiru
詁,yomi
詃,izanau itsuharu
詅,uru
詆,soshiru
詇,satoi tsugeru tofu koe
詈,nonoshiru
詉,kamabisushii warukuifu
詍,shiyabiru
詎,nanzo
詐,itsuwaru
詑,azamuku unuboreru asahaka
詒,azamuku
詓,koe
詔,mikotonori tsugeru
評,hakaru agetsurau
詖,katayoru
詗,saguru
詘,tsumaru
詛,norou
詜,midareru
詝,satoi
詞,kotoba
詠,yomu utau nagameru
詡,hokoru
詢,hakaru tou
詣,itaru mouderu
詥,yaharagu kanafu atsumariifu
試,kokoromiru tamesu
詧,miru akirakanisuru
詩,karauta
詫,kakotsu wabiru wabi
詬,hazukashime haji
詭,itsuwaru
詮,nori
詰,tsumeru najiru tsumaru
話,hanasu hanashi
該,kaneru sono
詳,kuwashii tsumabiraka
詵,toru
詶,norou
詷,onaji
詺,nazukeru
詻,iiarasou
詼,tawamureru odokeru azakeru
詾,utsutaeru iitateru michiru odosu
詿,ayamaru
誀,sasou haji
誂,idomu atsuraeru atsurae
誃,wakareru
誄,shinobigo
誅,utsu horobosu korosu
誆,itsuwari
誇,hokoru hokori
誉,homare homeru
誋,imashimeru
誌,shirusu
認,mitomeru shitatameru mitome
誏,atoomeru
誐,yoikotoba kuchizusamu
誑,taburakasu tarasu
誒,aa
誓,chikau chikai
誕,itsuwaru
誖,midasu
誗,kotobagauruwashii
誘,sasou izanau
誙,arai
誚,semeru
語,kataru kotoba tsugeru
誠,makoto makotoni
誡,imashimeru
誣,shiiru
誤,ayamaru ayamari
誥,tsugeru oshieru imashime
誦,tonaeru yomu
誨,oshieru
誩,arasoiiu
說,toku yorokobu
説,toku yorokobu
読,yomu yomi
誮,yasashi
誯,tonaaeru
誰,dare
課,kokoromiru
誳,tsumaru magaru mageru
誶,semeru nonoshiru
誷,shihiru
誹,soshiru soshiri
誻,soshiru
誼,yoi yoshimi
調,totonou shiraberu yawaragu
諂,hetsurau hetsurai
諃,yokuiu
諄,kudokudo nengoro
諆,azamuku
談,kataru
諈,kakotsukeru
諉,wazurawasu
諊,shirabiru
請,kou ukeru koi
諌,isameru
諍,isameru uttaeru arasou
諏,hakaru
諑,utsutae
諒,akirakanisu makoto makotoni
諓,yokuiu
諔,itsuwaru
諕,sakebu
論,agetsurau toku sadameru
諗,isameru
諛,hetsurau
諜,ukagau shimesu
諝,satoi
諞,hetsurau
諟,tadasu
諠,kamabisushi wasureru
諡,okurina
諢,tawamure joudan odoke
諤,iiarasou wameku kakinarasu
諦,tsumabiraka makoto akirameru
諧,yawaragu kanau
諫,isameru isame
諬,satoosu
諭,satosu
諮,hakaru tou
諰,omou
諱,imu imina
諳,soranjiru
諴,yawaragu
諶,makoto
諷,soranjiru
諸,moro kore
諺,kotowaza
諼,utsuwaru wasureru
諾,ubenau
諿,yawaragu
謀,hakaru hakarigoto
謁,mamieru
謂,iu omou ii
謄,utsusu
謅,moteasobu
謆,madowasu
謇,domoru
謊,itsuwaru
謌,utau uta
謎,nazo
謐,shizuka
謑,haji
謔,tawamureru
謖,tatsu
謗,soshiru
謙,herikudaru
謚,okurina
講,kou hakaru hanashiau
謝,ayamaru wabi kotowaru
謟,utagau
謠,utai utau
謡,utai utau
謦,sekibarai shiwabuki
謨,hakaru
謫,semeru
謬,ayamaru
謭,asai
謰,oshiyabiri
謳,utau
謷,yakamashii
謹,tsutsushimu
謼,yobu
謾,azamuku anadoru
譁,kamabisushi kawaru
譂,itsuwaru
譃,itsuwaru uso
譄,shiiru
譆,aa
譈,uramu
證,akashi
譌,namari namaru ayamaru
譍,kotaeru
譎,itsuwaru
譏,soshiru
譒,shiku
譓,kashikoi
譔,oshieru
譖,soshiru
識,shiru shirushi shirusu
譙,shikaru
譚,hanashi
譛,soshiru
譜,shirusu
譞,sakashii chie ohokumonoifu
譟,sawagu
譣,tou
警,imashimeru imashime
譫,tawagoto
譬,tatoeru tatoe
譯,wake
議,hakaru
譱,yoi
譲,yuzuru semeru
譴,semeru
譶,hayakuchi
護,mamoru
譸,norou
譹,sakebu taburakasu
譽,homare
譾,asai
讀,yomu
讁,togameru semeru
讃,homeru
讄,inoru
讅,tsumabiraka
讆,negoto
變,kawaru
讋,osoreru
讌,kutsurogu sakamori
讍,wameku ago
讎,mukuiru ada
讏,negoto
讐,mukuiru ada
讒,soshiru itsuwaru yokoshima
讓,yuzuru
讔,nazo
讕,soshiru
讖,shirushi omikuji
讙,kamabisushi
讚,homeru homekotoba
讜,tadashiikotoba
讞,sabaku
讟,uramu
讬,yoru kakotsukeru
谷,tani kiwamaru
谹,hukai
谺,kodama
谾,utsuro
谿,tanigawa
豁,hirakeru hiroi
豆,mame takatsuki
豇,sasage
豈,ani
豉,miso
豊,yutaka toyo
豋,takatsuki
豎,tatsu kobito
豏,mebaeru
豐,yutaka
豓,namamekashii tsuya
豔,namamekashii tsuya
豕,inoko
豗,utsu
豘,buta
豙,sokonau
豚,buta
豛,inoko
象,kata katadoru nori
豢,yashinau
豣,iinoko
豤,kamu
豦,yamenai
豪,yamaarashi
豫,arakajime
豬,inoshishi i
豭,osunoinoko
豵,inoko
